,unnamed: 0,case_number,date,date_revised,season,year,case,type,country,country_revised,continent,area,location,activity,name,sex,age,injury,fatal,time,species ,investigator or source,href_formula,objectid,location_georeferenced_lon,location_georeferenced_lat,location_georeferenced_result,country_captalized,month,season_code
3928,3928,1940.01.29,29-Jan-40,1/29/40,winter,1940,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,Brisbane River,Dived into the water,male,male,17,Shoulder nipped,non-fatal,unknown,"a small shark""""","Morning Bulletin, 1/30/1929",http://sharkattackfile.net/spreadsheets/pdf_directory/1940.01.29-BrisbaneRiver.pdf,m_3929,153.15,-27.4,matched,Australia,1,1
3929,3929,1940.01.23,23-Jan-40,1/23/40,winter,1940,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,"North Brighton, Botany Bay",Swimming,Maxwell Farrin,male,13,"FATAL, left leg severed  ",fatal,10h40,3 m [10'] shark,"V.M. Coppleson (1958), p.69; A. Sharpe, pp.65-66",http://sharkattackfile.net/spreadsheets/pdf_directory/1940.01.23-Farrin.pdf,m_3930,151.23172,-33.99134,matched,Australia,1,1
3930,3930,1940.01.15,15-Jan-40,1/15/40,winter,1940,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,"Surfers Paradise, near Southport",Swimming,Douglas Bright,male,22,Chest lacerated,non-fatal,Afternoon,unknown,"V.M. Coppleson (1958), pp. 93 & 238",http://sharkattackfile.net/spreadsheets/pdf_directory/1940.01.15-Bright.pdf,m_3931,153.42706,-27.99903,matched,Australia,1,1
3931,3931,1940.01.07,7-Jan-40,1/7/40,winter,1940,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,KwaZulu-Natal,"Warner Beach, South Coast",Swimming ,Frederick Aubrey Hooper,male,18,"FATAL, leg & thigh bitten  ",fatal,16h00,2.4 m [8'] shark,"R. Guy, T. Jucker & M. Levine, GSAF  ",http://sharkattackfile.net/spreadsheets/pdf_directory/1940.01.07-Hooper.pdf,m_3932,30.86044,-30.08544,matched,South Africa,1,1
3932,3932,1940.01.01,1-Jan-40,1/1/40,winter,1940,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,"Malagil, Barrier Reef",Diving for trochus,native diver,male,unknown,Thigh  lacerated,non-fatal,unknown,unknown,"J. Green, p.33; V.M. Coppleson (1958), p.245",http://sharkattackfile.net/spreadsheets/pdf_directory/1940.01.01-native-diver.pdf,m_3933,153.4099845,-28.05192877,matched,Australia,1,1
3933,3933,1940.00.00.d,1940,unknown,unknown,1940,1,Unprovoked,PAPUA NEW GUINEA,PAPUA NEW GUINEA,Oceania,Western Papuan Gulf,Kerema ,male,a native,unknown,unknown,Hand bitten,non-fatal,unknown,unknown,"Papuan Villager, 11/1940",http://sharkattackfile.net/spreadsheets/pdf_directory/1940.00.00.d-Kerema.pdf,m_3934,145.77851,-7.96309,matched,Papua New Guinea,u,unknown
3934,3934,1940.00.00.c,1940,unknown,unknown,1940,1,Invalid,SOUTH AFRICA,SOUTH AFRICA,Africa,Eastern Cape Province,Kidd's Beach,Swimming,unknown,unknown,unknown,No details,unknown,unknown,Questionable incident,"D. Davies, p. 102",http://sharkattackfile.net/spreadsheets/pdf_directory/1940.00.00.c-KiddsBeach.pdf,m_3935,27.69603,-33.14951,matched,South Africa,u,unknown
3935,3935,1940.00.00.b,1940,unknown,unknown,1940,1,Invalid,SOUTH AFRICA,SOUTH AFRICA,Africa,KwaZulu-Natal,Winkelspruit,unknown,Indian female,female,unknown,FATAL,unknown,unknown,Questionable incident,"V.M. Coppleson (1958), p.247; SAF Case #161. Unable to authenticate this incident in local records or press reports.",http://sharkattackfile.net/spreadsheets/pdf_directory/1940.00.00.b-IndianFemale.pdf,m_3936,30.86113,-30.09671,matched,South Africa,u,unknown
3936,3936,1940.00.00.a,1940,unknown,unknown,1940,1,Invalid,SOUTH AFRICA,SOUTH AFRICA,Africa,Eastern Cape Province,"Kowie River Mouth, Port Alfred",Standing in water with child in her arms,female,female,unknown,Leg bitten,unknown,unknown,Questionable incident,"E. Skaife, V. M. Coppleson (1958), p.247;  M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1940.00.00.a-Woman-Kowie.pdf,m_3937,26.89324,-33.58823,matched,South Africa,u,unknown
3937,3937,1939.12.28,28-Dec-39,12/28/39,winter,1939,1,Invalid,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,"Cabramatta Creek, George s River ",Swimming,Percy Carroll,male,40,Abrasion above knee ,unknown,unknown,"Questionable incident, said to involve a 6' shark","V.M. Coppleson (1958), pp.44 & 234; SAF Case #39",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.12.28-Carroll.pdf,m_3938,150.93853,-33.89498,matched,Australia,1,1
3938,3938,1939.12.14,14-Dec-39,12/14/39,winter,1939,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,"Rubbish Dump Creek, Mackay",Swimming ,Frank Gurran,male,20,"FATAL, left foot & right leg bitten, later surgically amputated  ",fatal,12h15,2.6 m [8.5'] shark landed 2 hours later,"Sydney Morning Herald, 12/15/1939; V.M. Coppleson (1958), p.238",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.12.14-Gurran.pdf,m_3939,149.18371,-21.14294,matched,Australia,1,1
3939,3939,1939.11.23,23-Nov-39,11/23/39,winter,1939,1,Boating,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,Wollongong,unknown,boat of Thomas Baker,unknown,unknown,No injury,non-fatal,unknown,"Blue pointer, 16'","Northern Miner, 11/25/1939",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.11.23-Wollongong-3.pdf,m_3940,150.89303,-34.42485,matched,Australia,1,1
3940,3940,1939.11.11,11-Nov-39,11/11/39,winter,1939,1,Provoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,Maroubra,unknown,boat,unknown,unknown,Boat bitten by gaffed shark PROVOKED INCIDENT,non-fatal,unknown,whaler shark,"G.P. Whitley, p.264",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.11.11-boat-Maroubra.pdf,m_3941,151.23834,-33.94151,matched,Australia,1,1
3941,3941,1939.11.09,9-Nov-39,11/9/39,winter,1939,1,Boating,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,Wollongong,unknown,another boat,unknown,unknown,No details,unknown,unknown,unknown,"G.P. Whitley, p.264",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.11.09-boat-2-Wollongong.pdf,m_3942,150.89303,-34.42485,matched,Australia,1,1
3942,3942,1939.11.06,6-Nov-39,11/6/39,winter,1939,1,Boating,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,Wollongong,unknown,boat,unknown,unknown,No details,unknown,unknown,unknown,"G.P. Whitley, p.264",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.11.06-boat-1-Wollongong.pdf,m_3943,150.89303,-34.42485,matched,Australia,1,1
3943,3943,1939.10.25.R,Reported 25-Oct-1939,10/25/39,winter,1939,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,Near Restoration Rock off Portland Roads ,"Free diving for trochus shell, swimming to dinghy",Small Cobbe,male,27,"Both thighs were lacerated, recovered at Thursday Island hospital",non-fatal,unknown,"Tiger shark, 4.3 m [14'], 3 tooth fragments retrieved from his wounds","G.P. Whitley, p. 20; V.M. Coppleson  (1958), p. 99",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.10.25.R-Cobbe.pdf,m_3944,143.46667,-12.61667,matched,Australia,1,1
3944,3944,1939.10.04,4-Oct-39,10/4/39,winter,1939,1,Unprovoked,USA,USA,North America,Hawaii,"Kane'ohe Bay, Mokapu, O'ahu",Spearfishing & had just speared a ulua,James Akina,male,unknown,Hand bitten,non-fatal,unknown,1.5 m [5'] shark,"G.H. Balazs & A.K.H. Kam; J. Borg, p.71; V.M. Coppleson (1962), p.253",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.10.04-Akina.pdf,m_3945,-157.7574794,21.4277967,matched,USA,1,1
3945,3945,1939.09.27.R,Reported 27-Sep-1939,9/27/39,fall,1939,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Torres Strait ,Near Mabuiag Island,Pearl diving,Sammy Mira,male,unknown,"Leg severely bitten, surgically amputated",non-fatal,unknown,Tiger shark,"Cairns Post, 9/27/1939",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.09.27-Mira.pdf,m_3946,142.18679,-9.95661,matched,Australia,9,4
3946,3946,1939.08.01,1-Aug-39,8/1/39,summer,1939,1,Provoked,USA,USA,North America,California,"Off San Pedro, Los Angeles County",Fishing,John Ray,male,33,Harpooned shark bit his arm PROVOKED INCIDENT,non-fatal,unknown,unknown,"L.A. Times, 8/11/1939",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.08.01-Ray.pdf,m_3947,-118.2209347,34.3427703,matched,USA,8,3
3947,3947,1939.07.14,14-Jul-39,7/14/39,summer,1939,1,Provoked,USA,USA,North America,Texas,"West Bay, 19 miles from Galveston",Seine netting,John Bolling,male,unknown,Leg bitten by snared shark PROVOKED INCIDENT,non-fatal,Morning,18' shark,"Galveston Daily News, 7/20/1939, p.4",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.07.14-Bolling.pdf,m_3948,-94.80791,29.29532,matched,USA,7,3
3948,3948,1939.05.03,3-May-39,5/3/39,spring,1939,1,Unprovoked,USA,USA,North America,Virginia,"At sea, several hundred miles south east of Cape Henry, Virginia",Washed off freighter Huncliff by a freak wave,John Heagan,male,unknown,"FATAL, attacked by shark, body not recovered ",fatal,unknown,unknown,"L.A. Times, 5/7/1939; NY Times, 5/8/1939, p.18, col.1; V.M. Coppleson , p.253",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.05.03-Heagan.pdf,m_3949,-78.69794871,37.5128205,matched,USA,5,2
3949,3949,1939.04.12.R,12-Apr-39,4/12/39,spring,1939,1,Unprovoked,PAPUA NEW GUINEA,PAPUA NEW GUINEA,Oceania,Morobe Province,Bulolol,Dived for a coin,child,male,9,FATAL,fatal,unknown,unknown,"Cairns Post, 4/12/1939",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.04.12.R-Child.pdf,m_3950,146.64061,-7.19056,matched,Papua New Guinea,4,2
3950,3950,1939.03.24,24-Mar-39,3/24/39,spring,1939,1,Unprovoked,PAPUA NEW GUINEA,PAPUA NEW GUINEA,Oceania,Central Province,Port Moresby,Dived for a coin,Raho-Heni,male,unknown,"FATAL, leg severed just below hip ",fatal,unknown,"a large shark""""","The Papuan Villager, March 1939; G.P. Whitley, p.21",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.03.24-Raho-Heni.pdf,m_3951,147.20381,-9.45507,matched,Papua New Guinea,3,2
3951,3951,1939.02.26.b,26-Feb-39,2/26/39,winter,1939,1,Unprovoked,INDIA,INDIA,Asia,Tamil Nadu, Chennai (formerly Madras),Bathing/Swimming,Harold Dickinson,male,unknown,FATAL,fatal,unknown,unknown,S. MunUnited States of Americamy,http://sharkattackfile.net/spreadsheets/pdf_directory/1939.02.26.b-Dickinson.pdf,m_3952,80.28252,13.08362,matched,India,2,1
3952,3952,1944.01.20,20-Jan-44,1/20/44,winter,1944,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,KwaZulu-Natal,"North Beach, Durban",Body surfing,Anthony Bunn,male,22,"FATAL, right thigh lacerated, femoral artery severed ",fatal,13h15,unknown,"M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1944.01.20-Bunn.pdf,m_3953,31.03297,-29.84042,matched,South Africa,1,1
3953,3953,1947.02.06.R,Reported 06-Feb-1947,2/6/44,winter,1947,1,Provoked,BAHAMAS,BAHAMAS,North America,New Providence Island,Cable Beach,Attempting to ride a shark,Bill Whitman,male,unknown,Arm bitten PROVOKED INCIDENT,non-fatal,unknown,5' shark,"Miami Daily News, 2/6/1947",http://sharkattackfile.net/spreadsheets/pdf_directory/1947.02.06.R-Whitman.pdf,m_3954,-77.40513,25.07607,matched,Bahamas,2,1
3954,3954,1952.12.03,3-Dec-52,12/3/52,winter,1952,1,Unprovoked,USA,USA,North America,Hawaii,"Maile Beach, O'ahu",Swimming from fishing boat setting nets,Gerbacio Solano (or Salamo),male,40,"FATAL, left arm severed below the elbow ",fatal,unknown,>6.7 m [22']  shark,"Honolulu Advertiser, 12/4/1952; V.M. Coppleson (1958), p.260; J. Borg, p.74; Webster, p.31;  L. Taylor (1993), pp.100-101",http://sharkattackfile.net/spreadsheets/pdf_directory/1952.12.03-Solano.pdf,m_3955,-156.3376596,20.87082331,matched,USA,1,1
3955,3955,1944.01.16,16-Jan-44,1/16/44,winter,1944,1,Boating,AUSTRALIA,AUSTRALIA,Oceania,Western Australia,"Cottesloe, Perth",Fishing,"14' dinghy, 2 occupants",male,unknown,"No injury, shark took day's catch & struck boat",non-fatal,unknown,14' shark,"Canberra Times, 1/17/1944",http://sharkattackfile.net/spreadsheets/pdf_directory/1944.01.16-dinghy-Cottesloe.pdf,m_3956,115.75725,-31.99604,matched,Australia,1,1
3956,3956,1952.10.12,12-Oct-52,10/12/52,winter,1952,1,Unprovoked,PAPUA NEW GUINEA,PAPUA NEW GUINEA,Oceania,"Abau Sub District, Central Province",Lalaura Village,Fishing,male,male,unknown,Right thigh bitten ,non-fatal,unknown,unknown,"A. Bleakley; A.M. Rapson, p.148",http://sharkattackfile.net/spreadsheets/pdf_directory/1952.10.12-Lalaura.pdf,m_3957,148.3564,-10.18553,matched,Papua New Guinea,1,1
3957,3957,1944.01.14,14-Jan-44,1/14/44,winter,1944,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,"First Beach, Forster",Surfing,Peter Weir,male,14,"Both legs bitten, one surgically amputated",non-fatal,17h00,unknown,"G.P. Whitley (1951), p.193, cites Daily Mirror (Sydney) 1/18/1944; V.M. Coppleson (1958), p.84",http://sharkattackfile.net/spreadsheets/pdf_directory/1944.01.14-Weir.pdf,m_3958,152.99293,-30.74496,matched,Australia,1,1
3958,3958,1944.01.04,4-Jan-44,1/4/44,winter,1944,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,KwaZulu-Natal,"North Beach, Durban",Swimming,Ronald Joel Selby,male,26,"FATAL, leg bitten knee to ankle & posterior tibial artery severed; died of toxemia 2 days later",fatal,17h50,unknown,"M. Selby, M. Levine, GSAF ",http://sharkattackfile.net/spreadsheets/pdf_directory/1944.01.04-Selby.pdf,m_3959,31.03297,-29.84042,matched,South Africa,1,1
3959,3959,1943.12.12,12-Dec-43,12/12/43,winter,1943,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,KwaZulu-Natal,"Inyoni Rocks, Amazimtoti ",Treading water,James Crawford Matthews,male,17,"FATAL, abdomen, buttock & thigh lacerated  ",fatal,11h30,unknown,"R. Kahn, M. Levine, GSAF; Natal Mercury 1/21/1944",http://sharkattackfile.net/spreadsheets/pdf_directory/1943.12.12-Matthews.pdf,m_3960,30.89033,-30.04817,matched,South Africa,1,1
3960,3960,1943.12.04,4-Dec-43,12/4/43,winter,1943,1,Sea Disaster,USA,USA,North America,South Carolina,Off Charleston,The Cuban freighter Libertad was torpedoed and sunk by the German submarine U-129,Julio C. de Cabarrocas ,male,unknown,"Of the 18 crew who survived the sinking, 10 were taken by sharks. Cabarrocas was bitten but survived",fatal,unknown,unknown,"Troy Record, 12/13/1943; J. Rohwer, p.175",http://sharkattackfile.net/spreadsheets/pdf_directory/1943.12.04-Libertad.pdf,m_3961,-79.9316,32.78115,matched,USA,1,1
3961,3961,1943.11.21,21-Nov-43,11/21/43,winter,1943,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,Eastern Cape Province,Kei River Mouth,Swimming with board,Richard Richardson,male,unknown,Right foot lacerated,non-fatal,unknown,unknown,"M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1943.11.21-Richardson.pdf,m_3962,28.38004,-32.67718,matched,South Africa,1,1
3962,3962,1943.10.26,26-Oct-43,10/26/43,winter,1943,1,Invalid,USA,USA,North America,Florida,Victim was on said to be on tanker that collided off Florida coast on 10-20-1943,unknown,"Clyde Kelly Ormand, Jr.",male,unknown,"Hand, forearm, leg and pelvis recovered from 4.25 m  [14'] shark caught at Baker s Haulover, Miami Beach on 26-Oct-1943",unknown,unknown,Shark involvement prior to death unconfirmed,"R.F. Hutton (1959); D. Baldridge, p.171; T. Helm, p.226; SAF Case #624",http://sharkattackfile.net/spreadsheets/pdf_directory/1943.10.26-Ormond.pdf,m_3963,-66.56238,18.36345,matched,USA,1,1
3963,3963,1943.09.23,23-Sep-43,9/23/43,fall,1943,1,Unprovoked,PANAMA,PANAMA,North America,Gulf of Panama,"North shore of Rey Island, Las Perlas archipelago",Dived overboard to check propeller of US Navy motor torpedo boat,sailor,male,20,"FATAL, left leg  & shoulder bitten  ",fatal,14h35,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)",Captain B. H. Kean,http://sharkattackfile.net/spreadsheets/pdf_directory/1943.09.23-sailor.pdf,m_3964,-78.85252674,9.068571793,matched,Panama,9,4
3964,3964,1943.08.00,Aug-43,8/1/43,summer,1943,1,Sea Disaster,ITALY,ITALY,Europe,40 miles south of Naples,Tyrrhenian Sea,Flying Fortress bomber aircraft went down after daytime raid on Naples. He was swimming on the surface,"Lieutenant Robert D. Kurz (U.S.), co-pilot",male,unknown,"Bitten on arms, hands & feet while awaiting rescue",non-fatal,unknown,unknown,New York Times  8/9/1943,http://sharkattackfile.net/spreadsheets/pdf_directory/1943.08.00-Kurz.pdf,m_3965,14.34127326,40.8441173,matched,Italy,8,3
3965,3965,1943.07.18,18-Jul-43,7/18/43,summer,1943,1,Sea Disaster,USA,USA,North America,Florida,"40 miles off Islamorada, near Cay Sal",Treading water after survivng crash of the US Navy airship K-74 that was hit by the German submarine U-134,Petty Officer Isadore Stessel,male,unknown,FATAL,fatal,unknown,unknown,Wikipedia,http://sharkattackfile.net/spreadsheets/pdf_directory/1943.07.18-Stessel.pdf,m_3966,-80.56788,24.96029,matched,USA,7,3
3966,3966,1947.02.00,Feb-47,2/1/47,winter,1947,1,Unprovoked,BRAZIL,BRAZIL,South America,Rio de Janeiro,Copacabana,Bathing,unknown,unknown,unknown,FATAL,fatal,unknown,unknown,"Globo, 5/7/1997",http://sharkattackfile.net/spreadsheets/pdf_directory/1947.02.00-Brazil.pdf,m_3967,-43.18959,-22.97593,matched,Brazil,2,1
3967,3967,1943.07.00.b,Jul-43,7/1/43,summer,1943,1,Boating,PORTUGAL,PORTUGAL,Europe,unknown,Sines,Fishing for mackerel,rowboats attacked by sharks,unknown,unknown,No injury to occupants,non-fatal,unknown,unknown,Letter dated 8/31/1959 from A. Cordeiro,http://sharkattackfile.net/spreadsheets/pdf_directory/1943.07.00.b-Portugal.pdf,m_3968,-8.86935,37.95725,matched,Portugal,7,3
3968,3968,1943.07.00.a,Jul-43,7/1/43,summer,1943,1,Invalid,MEXICO,MEXICO,North America,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,"Manuel Zamora, a lawyer",male,68,"No injury, a shark made a threat display",unknown,Between 11h00 & 12h00,Invalid,C.G. Robles; SAF Case #1327,http://sharkattackfile.net/spreadsheets/pdf_directory/1943.07.00.a-Zamora.pdf,m_3969,-94.38768,18.159,matched,Mexico,7,3
3969,3969,1943.06.16,16-Jun-43,6/16/43,summer,1943,1,Boating,AUSTRALIA,AUSTRALIA,Oceania,Tasmania,Triabunna,Fishing for cod,"a dinghy, occupant Neil Parker",male,18,"No injury to occupant, shark grabbed rudder and dragged the dinghy stern-first",non-fatal,unknown,"White shark, 3.9 m, 550 kg, male","C. Black, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1943.06.16-dinghy-Parker.pdf,m_3970,147.91183,-42.50206,matched,Australia,6,3
3970,3970,1943.05.14,14-May-43,5/14/43,spring,1943,1,Sea Disaster,AUSTRALIA,AUSTRALIA,Oceania,Queensland,Off Brisbane,Hospital Ship Centaur torpedoed & sunk by the Japanese submarine I-177,unknown,male,F,FATAL,fatal,After 04h00,unknown,"The Age, 5/19/1953",http://sharkattackfile.net/spreadsheets/pdf_directory/1943.05.14-Centaur.pdf,m_3971,153.02334,-27.46844,matched,Australia,5,2
3971,3971,1943.04.05,5-Apr-43,4/5/43,spring,1943,1,Invalid,USA,USA,North America,Hawaii,"3 miles from shore off McGregor Point, Maui","Small boat swamped, 4  people swimming to shore but he fell behind the other 3 and vanished",Leonard Gant,male,unknown,On 29-Apr-1943 his remains (right forearm & swim trunks) were found in 4.9 m [16'] shark s gut,unknown,unknown,Shark involvement prior to death unconfirmed,"Honolulu Advertiser, 8/9/1953; V.M. Coppleson (1958); J. Borg, p. 71; SAF Case #292",http://sharkattackfile.net/spreadsheets/pdf_directory/1943.04.05-Gant.pdf,m_3972,-156.5646068,20.85953511,matched,USA,4,2
3972,3972,1943.03.21,21-Mar-43,3/21/43,spring,1943,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,KwaZulu-Natal,"North Beach, Durban",Swimming,Eric Ridley,male,31,"FATAL, thigh lacerated, both calves bitten  ",fatal,16h10,unknown,"M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1943.03.21-Ridley.pdf,m_3973,31.03297,-29.84042,matched,South Africa,3,2
3973,3973,1943.03.02.a,02-Mar-1943 to 07-Mar-1943,3/2/43,spring,1943,1,Sea Disaster,PAPUA NEW GUINEA,PAPUA NEW GUINEA,Oceania,Morobe Province, Huon Gulf,"Known as The Battle of the Bismarck Sea :  8 Japanese destroyers guarding a convoy of 8 transports were attacked by 129 Allied fighters, 207 bombers & 3 squadrons of the Royal Australian Air Force.",unknown,unknown,unknown,"An estimated  3,000 to 7,000 Japanese troops perished, some were taken by sharks",fatal,unknown,unknown,"G. Duncan, et al",http://sharkattackfile.net/spreadsheets/pdf_directory/1943.03.02.a-HuonGulf.pdf,m_3974,146.8055432,-6.865157584,matched,Papua New Guinea,3,2
3974,3974,1943.01.26,26-Jan-43,1/26/43,winter,1943,1,Sea Disaster,PACIFIC OCEAN,PACIFIC OCEAN,Unknown,Northwest of Papua New Guinea,unknown,The USS Wahoo torpedoes & sank the Japanese troop transport Buyo Maru,Japanese seamen,male,unknown,FATAL,fatal,unknown,unknown,Naval Historical Center,http://sharkattackfile.net/spreadsheets/pdf_directory/1943.01.26-BuyoMaru.pdf,m_3975,145.2538009,-6.475589907,matched,Pacific Ocean,1,1
3975,3975,1943.00.00.f,Summer 1943,unknown,unknown,1943,1,Unprovoked,MEXICO,MEXICO,North America,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,a U.S. citizen,unknown,unknown,FATAL,fatal,unknown,unknown,C.G. Robles,http://sharkattackfile.net/spreadsheets/pdf_directory/1943.00.00.f-NV-Veracruz.pdf,m_3976,-94.38768,18.159,matched,Mexico,u,unknown
3976,3976,1943.00.00.e,1943,1/1/43,winter,1943,1,Unprovoked,SOLOMON ISLANDS,SOLOMON ISLANDS,Oceania,unknown,Guadalcanal,Swimming,"U.S. soldier in 161st Infantry Regiment, 25th Infantry Division",male,unknown,Arm severed,non-fatal,unknown,unknown,J. Lawton Collins,http://sharkattackfile.net/spreadsheets/pdf_directory/1943.00.00.e-Soldier.pdf,m_3977,160,-9.75,matched,Solomon Islands,1,1
3977,3977,1943.00.00.d,1943,1/1/43,winter,1943,1,Unprovoked,IRAQ,IRAQ,Asia,unknown,River Tigris,Swimming,Syed Khaleeulla ,male,22,"Right arm severed, left foot bitten",non-fatal,unknown,unknown,"Times of India, 8/19/2001",http://sharkattackfile.net/spreadsheets/pdf_directory/1943.00.00.d-Khaleeula.pdf,m_3978,47.76907,30.59064,matched,Iraq,1,1
3978,3978,1943.00.00.c,Fall 1943,unknown,unknown,1943,1,Unprovoked,USA,USA,North America,Hawaii,"Midway Island, Northwestern Hawaiian Islands",Spearfishing,2 males,male,unknown,Calf nipped in each case,non-fatal,unknown,"small sharks""""",W. M. Chapman,http://sharkattackfile.net/spreadsheets/pdf_directory/1943.00.00.c - Midway.pdf,m_3979,-178.33333,28.41667,matched,USA,u,unknown
3979,3979,1943.00.00.b,Fall 1943,unknown,unknown,1943,1,Unprovoked,USA,USA,North America,Hawaii,"Midway Island, Northwestern Hawaiian Islands",Spearfishing,2 males,male,unknown,Calf nipped in each case,non-fatal,unknown,"small sharks""""",W. M. Chapman,http://sharkattackfile.net/spreadsheets/pdf_directory/1943.00.00.b - Midway.pdf,m_3980,-178.33333,28.41667,matched,USA,u,unknown
3980,3980,1943.00.00.a,1943,unknown,unknown,1943,1,Unprovoked,USA,USA,North America,Hawaii,"Midway, Northwestern Hawaiian Islands",unknown,male,male,unknown,"Unprovoked, but circumstances unknown",unknown,unknown,unknown,"G.H. Balazs & A.K.H. Kam; J. Borg, p.72; L. Taylor (1993), pp.98-99",http://sharkattackfile.net/spreadsheets/pdf_directory/1943.00.00.a-Midway.pdf,m_3981,-178.33333,28.41667,matched,USA,u,unknown
3981,3981,1942.12.26,26-Dec-42,12/26/42,winter,1942,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,"Bantry Bay, near Ironstone Point, Middle Harbor, Sydney",Dog paddling or standing,Denise Rosemary Burch,female,15,"FATAL, legs bitten ",fatal,10h50,Bull shark,"G.P. Whitley (1951), p. 193; V.M. Coppleson (1958), p.70; A. Sharpe, pp.72-73; A. MacCormick, pp.34-35",http://sharkattackfile.net/spreadsheets/pdf_directory/1942.12.26-Burch.pdf,m_3982,151.24613,-33.80326,matched,Australia,1,1
3982,3982,1942.11.28,28-Nov-42,11/28/42,winter,1942,1,Sea Disaster,SOUTH AFRICA,SOUTH AFRICA,Africa,KwaZulu-Natal,50 km off St. Lucia,U-177 torpedoed & sank the troopship Nova Scotia,Sammy Levine & his pet parrot,male,unknown,"192 survived, but 750 perished. Many were taken by sharks, including Levine",fatal,09h30,"1.8 m to 2.4 m [6' to 8'] sharks, most were oceanic whitetip sharks","L. de Lease; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1942.11.28-NovaScotia.pdf,m_3983,32.41377,-28.37696,matched,South Africa,1,1
3983,3983,1942.11.25,25-Nov-42,11/25/42,winter,1942,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,KwaZulu-Natal,Umkomaas,Swimming,E.W. Bilton,male,38,"Calf bitten, leg surgically amputated",non-fatal,unknown,unknown,"M. Levine,GSAF ",http://sharkattackfile.net/spreadsheets/pdf_directory/1942.11.25-Bilton.pdf,m_3984,30.79668,-30.20691,matched,South Africa,1,1
3984,3984,1942.11.16,16-Nov-42,11/16/42,winter,1942,1,Sea Disaster,SOLOMON ISLANDS,SOLOMON ISLANDS,Oceania,unknown,Battle of Guadalcanal,Thrown from destroyer when shell hit,unknown,male,19,Hip bitten,non-fatal,unknown,unknown,"Lima News, 7/13/1944",http://sharkattackfile.net/spreadsheets/pdf_directory/1942.11.16-Guadalcanal-HospitalShip.pdf,m_3985,160,-9.75,matched,Solomon Islands,1,1
